cash_on_hand_thousand_usd,value,pdf_x_pt,pdf_y_pt,drawing_index
199.44690221595368,0.20084500011812345,268.5280303955078,159.4617919921875,224
200.3479688832827,0.20084500011812345,269.3095245361328,159.4617919921875,225
201.24845496641882,0.20084500011812345,270.09051513671875,159.4617919921875,226
202.14837805882252,0.20084500011812345,270.8710174560547,159.4617919921875,227
203.49911598025693,0.20084500011812345,272.0425109863281,159.4617919921875,228
204.40020024104632,0.20084500011812345,272.8240203857422,159.4617919921875,229
205.3012845018357,0.20084500011812345,273.60552978515625,159.4617919921875,230
206.20235116916473,0.20084500011812345,274.38702392578125,159.4617919921875,231
207.55425025898484,0.20084500011812345,275.5595245361328,159.4617919921875,232
208.4541557579281,0.20084500011812345,276.3400115966797,159.4617919921875,233
209.3552312219873,0.20084712282669792,277.1215133666992,159.4615478515625,234
210.25574369531404,0.19042037830875502,277.90252685546875,160.6607666015625,235
211.15681036264306,0.19042037830875502,278.68402099609375,160.6607666015625,236
212.50812886827032,0.19042037830875502,279.85601806640625,160.6607666015625,237
213.40919553559934,0.19042037830875502,280.63751220703125,160.6607666015625,238
214.31027979638873,0.19042037830875502,281.4190216064453,160.6607666015625,239
215.21136405717812,0.19042037830875502,282.2005310058594,160.6607666015625,240
216.56324555353785,0.19042037830875502,283.3730163574219,160.6607666015625,241
217.46431222086687,0.19042037830875502,284.1545104980469,160.6607666015625,242
218.36481589746336,0.19042037830875502,284.9355163574219,160.6607666015625,243
219.26590015825275,0.19042037830875502,285.71702575683594,160.6607666015625,244
220.16696682558177,0.19042037830875502,286.49851989746094,160.6607666015625,245
221.51886591540193,0.19042037830875502,287.6710205078125,160.6607666015625,246
222.41935199853805,0.19042037830875502,288.45201110839844,160.6607666015625,247
223.31927509094174,0.19042037830875502,289.2325134277344,160.6607666015625,248
224.22035935173113,0.19042037830875502,290.01402282714844,160.6607666015625,249
225.57225844155124,0.19042037830875502,291.1865234375,160.6607666015625,250
226.47332510888026,0.19042037830875502,291.968017578125,160.6607666015625,251
227.37381119201638,0.19042037830875502,292.74900817871094,160.6607666015625,252
228.27489545280577,0.19042037830875502,293.530517578125,160.6607666015625,253
229.17597971359515,0.19042037830875502,294.31202697753906,160.6607666015625,254
230.52613705083672,0.19042037830875502,295.48301696777344,160.6607666015625,255
231.42664072743327,0.19042037830875502,296.26402282714844,160.6607666015625,256
232.32772498822266,0.19042037830875502,297.0455322265625,160.6607666015625,257
233.22937223974452,0.19042037830875502,297.82752990722656,160.6607666015625,258
234.1310194912664,0.19042037830875502,298.6095275878906,160.6607666015625,259
235.48233799689365,0.19042037830875502,299.7815246582031,160.6607666015625,260
236.3828416734902,0.19042037830875502,300.5625305175781,160.6607666015625,261
237.2833277566263,0.19042037830875502,301.34352111816406,160.6607666015625,262
238.18439442395533,0.19042037830875502,302.12501525878906,160.6607666015625,263
239.53573052304296,0.19042037830875502,303.2970275878906,160.6607666015625,264
240.43679719037198,0.19042037830875502,304.0785217285156,160.6607666015625,265
241.337863857701,0.19042037830875502,304.8600158691406,160.6607666015625,266
242.23893052503,0.19042037830875502,305.6415100097656,160.6607666015625,267
